id,title,alias,venue,role,role_label,review_status,review_status_label,reading_scope,source_url,pdf_url,local_pdf,legacy35,new,main_venue,review_file,memo_sha256,code_status,code_commit,replay_status,whole_paper_read_claim,full_experiment_reproduced
X02,Tracing the Roots: Leveraging Temporal Dynamics in Diffusion Trajectories for Origin Attribution,Tracing the Roots,NeurIPS 2025,attack,공격 비교 후보,selected,PDF 선택 절 검토,"검토: NeurIPS 2025 PDF 본문 pp.1–9, 부록 p.12 및 공식 train/eval/utils 코드. 공개 CIFAR-10 특징 packet의 공격 분류 단계 재현 완료.",https://proceedings.neurips.cc/paper_files/paper/2025/hash/901b713c3d1ecfce0d4556752eed4e02-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/file/901b713c3d1ecfce0d4556752eed4e02-Paper-Conference.pdf,pdfs/X02.pdf,False,True,True,reviews/X02.md,15fb613b211e538016db05d4dac966d6f84e5bda59ec11978b17204b96fe37b0,official_supplement_text_extracted_not_executed,,public_packet_only,False,False
X03,White-box Membership Inference Attacks against Diffusion Models,GSA,PoPETs 2025,attack,공격 비교 후보,selected,PDF 선택 절 검토,"검토: 본문 pp.4–8, Algorithms 1–2, Tables 2–4. 공식 저장소 소스 확보; 실행 없음.",https://www.petsymposium.org/popets/2025/popets-2025-0068.pdf,https://www.petsymposium.org/popets/2025/popets-2025-0068.pdf,pdfs/X03.pdf,False,True,False,reviews/X03.md,524cdddf65247975581a0cfa975a96f0625bd79849e02f72ca0870311d3e385e,source_downloaded_not_executed,494ce8c1a304afbb97abae59b42c65b6c5d932c2,not_reproduced,False,False
X04,Black-box Membership Inference Attacks on the Pre-training Data of Image-generation Models,SD-MIA,CVPR 2026,attack,공격 비교 후보,selected,PDF 선택 절 검토,"검토: CVPR 2026 본문 pp.2, 4–7, p.8 일부. 공식 코드 링크 확인; 실행 없음.",https://openaccess.thecvf.com/content/CVPR2026/html/Qi_Black-box_Membership_Inference_Attacks_on_the_Pre-training_Data_of_Image-generation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Qi_Black-box_Membership_Inference_Attacks_on_the_Pre-training_Data_of_Image-generation_CVPR_2026_paper.pdf,pdfs/X04.pdf,False,True,True,reviews/X04.md,dbba8ed2fb03798ab4c84a7d70c2cde6e0c5116c339d95d84cfe7ba1f4649dd5,not_acquired,,not_reproduced,False,False
X05,Black-box Membership Inference Attacks against Fine-tuned Diffusion Models,Black-box fine-tuned diffusion MIA,NDSS 2025,attack,공격 비교 후보,selected,PDF 선택 절 검토,"검토: NDSS 2025 PDF pp.4, 7, 9, 12. 학회는 NDSS이며 CVPR로 기록하지 않는다.",https://www.ndss-symposium.org/wp-content/uploads/2025-324-paper.pdf,https://www.ndss-symposium.org/wp-content/uploads/2025-324-paper.pdf,pdfs/X05.pdf,False,True,True,reviews/X05.md,2e570af093f6355e9afa1595c4b9e0eb1f5f239e051f1987f04ddbb4559b9daf,not_acquired,,not_reproduced,False,False
X06,DPImageBench: A Unified Benchmark for Differentially Private Image Synthesis,DPImageBench,CCS 2025,background,벤치마크·종설,selected,PDF 선택 절 검토,"검토: CCS 2025 공개본 pp.4–7의 선택 부분, p.12 결과. 공식 저장소 commit과 텍스트 코드 확보; 실행 없음.",https://arxiv.org/abs/2503.14681,https://arxiv.org/pdf/2503.14681,pdfs/X06.pdf,False,True,True,reviews/X06.md,7f66dbe793df79755ab11b2e4acfb541b0f0bd886e6ad0b4ceda3d0f7f1eb064,source_downloaded_not_executed,6dbc4e6bd835a609c7d7de191dca2469d7e5bc9c,not_reproduced,False,False
X07,Towards More Realistic Membership Inference Attacks on Large Diffusion Models,Realistic diffusion MIA,WACV 2024,background,벤치마크·종설,selected,PDF 선택 절 검토,"검토: WACV 2024 PDF pp.3–6의 선택 부분, p.8 Table 2 및 논의.",https://openaccess.thecvf.com/content/WACV2024/html/Dubinski_Towards_More_Realistic_Membership_Inference_Attacks_on_Large_Diffusion_Models_WACV_2024_paper.html,https://openaccess.thecvf.com/content/WACV2024/papers/Dubinski_Towards_More_Realistic_Membership_Inference_Attacks_on_Large_Diffusion_Models_WACV_2024_paper.pdf,pdfs/X07.pdf,False,True,True,reviews/X07.md,64ed911cf571d8d4b3ccad0ea5ed5ffffd66844e2bd46b4ce46f46d0b50e42cb,not_acquired,,not_reproduced,False,False
X08,From Easy to Hard: Building a Shortcut for Differentially Private Image Synthesis,DP-FETA,IEEE S&P 2025,training,생성 학습 비교 후보,selected,PDF 선택 절 검토,"표본 간 variance가 크면 평균/mode가 유용한 구조를 잃는 한계를 명시한다. 환자 평균 prototype으로 DP 학습을 개선하겠다는 방향은 이 논문 및 후속 FETA-Pro와 직접 충돌한다. 환자 adaptation에는 central query와 gradient 양쪽의 contribution bound를 바꿔야 한다. 검토: pp.4–6, 8, 13 발췌; 공식 코드 링크 확인, 실행 미완료. [원문](https://arxiv.org/abs/2504.01395), [저자 코드](https://github.com/SunnierLee/DP-FETA)
",https://arxiv.org/pdf/2504.01395,https://arxiv.org/pdf/2504.01395,pdfs/X08.pdf,False,True,False,reviews/X08.md,7c2f2e3b117ae66e500d5e04a270ce7b823e948d253060ba5a7604663b55eeff,source_downloaded_not_executed,f95d3a7772ff76a1ff841b85977d1e2d44f470e1,not_reproduced,False,False
X09,From Easy to Hard++: Promoting Differentially Private Image Synthesis Through Spatial-Frequency Curriculum,FETA-Pro,USENIX Security 2026,training,생성 학습 비교 후보,selected,PDF 선택 절 검토,"공개자료 없는 학습 또는 private prototype/frequency curriculum을 주장하면 직접 비교가 필요하다. label별 parallel composition은 sample이 한 class에 속할 때의 논리이므로, 다중 질환·여러 영상의 같은 환자에 그대로 적용하지 않는다. 검토: pp.5–8, 13 방법·결과 발췌; 증명 전체·공식 코드 실행 미완료. [공식 PDF](https://www.usenix.org/sites/default/files/conference-files/sec26cycle1-final514.pdf), [저자 코드](https://github.com/2019ChenGong/Feta-Pro)
",https://www.usenix.org/sites/default/files/conference-files/sec26cycle1-final514.pdf,https://www.usenix.org/sites/default/files/conference-files/sec26cycle1-final514.pdf,pdfs/X09.pdf,False,True,True,reviews/X09.md,569107d6e93d8bc415ac818b09d03ac15d2d92965fe038cfe0cf2fde6f4d16fc,source_downloaded_not_executed,574dd0feaae07147a51e825b6665ed49e181a8eb,not_reproduced,False,False
X10,Learning Differentially Private Diffusion Models via Stochastic Adversarial Distillation,DP-SAD,ECCV 2024,training,생성 학습 비교 후보,selected,PDF 선택 절 검토,"**검토자의 미해결 쟁점:** 식 (15)는 timestep 평균을 한 번의 gradient로 바꾸면서 noise 분모 B×T를 유지한다. 단순 평균의 sensitivity가 T배 감소한다고 자동 결론낼 수 없다. p.9의 theorem은 차원별 gradient normalization과 별도 noise variance를 사용하므로 실제 구현의 noise와 그 theorem을 연결해서 확인해야 한다. 여기서는 논문 전체가 틀렸다고 단정하지 않으며, 동일 ε의 인증된 baseline으로 채택하기 전 점검 항목으로 남긴다. / 역할: timestep으로 DP noise 영향을 줄이는 기여와 충돌하는 메인 학회 선행; 조건부 학습 비교군. 검토: pp.6–9, 12의 방법·privacy 식·표; 전체 증명 검산·코드 실행 미완료. [ECCV 원문](https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/01066.pdf)
",https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/01066.pdf,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/01066.pdf,pdfs/X10.pdf,False,True,True,reviews/X10.md,0e553b8c55812438bdf637c406e039449885f135e3ed17c1d594f9fb6ec9df9b,not_acquired,,not_reproduced,False,False
X11,A Probabilistic Fluctuation based Membership Inference Attack for Diffusion Models,PFAMI,공개 preprint · 게재 venue 미확인,attack,공격 비교 후보,selected,PDF 선택 절 검토,"검토: pp.4, 6–9, 11 발췌; 저자 코드 링크 확인, 실행 미완료. PDF의 LaTeX journal template 날짜는 실제 게재 학회 근거가 아니다. venue 미확인 상태를 유지한다. [원문](https://arxiv.org/abs/2308.12143), [저자 코드](https://github.com/wjfu99/MIA-Gen)
",https://arxiv.org/pdf/2308.12143,https://arxiv.org/pdf/2308.12143,pdfs/X11.pdf,False,True,False,reviews/X11.md,01969d9e5c2cc350ed602bd038d938f58d36e46f909e7ac031ffd7670817134e,source_downloaded_not_executed,f80df339e11ff49db211a455c0a455d630cf34a7,not_reproduced,False,False
X12,"No Caption, No Problem: Caption-Free Membership Inference via Model-Fitted Embeddings",MoFit,ICLR 2026,attack,공격 비교 후보,selected,PDF 선택 절 검토,"판정: caption-free 또는 conditioning sensitivity만으로 기여를 주장할 수 없다. gradient 접근군의 필수 최신 비교 후보이며, 제한 연산량에서 PFAMI·CLiD·MoFit early stopping과 함께 검증한다. 검토: pp.3–8, 10, 15, 20 본문·부록 방법과 표; 전체 25쪽 정독·공식 코드 실행은 미완료. [공개 원문](https://arxiv.org/abs/2602.22689) / 2026-09-10 실제 설계 보완 검토: Appendix A.10, PDF p.23의 의료 설정과 Table 12도 대조했다. ROCO에 미세조정한 SD1.4 Prompt2MedImage에서 training/validation split을 member/hold-out으로 사용하고, caption 생성에는 ROCO에 맞춘 BLIP을 쓴다. MoFit AUC 54.44%, TPR@1%FPR 2%; PFAMI 50.22%, 1%; GT-CLiD 60.30%, 0%다. 의료영역 적용 자체는 이미 선행이며, 이 표는 환자 분할·같은 환자의 미사용 촬영 감사 성능을 보인 것이 아니다. 이 추가 쪽은 당시 앞선 선택 절 검토에 소급 포함하지 않는다. [Appendix A.10·Table 12](../pdfs/X12.pdf#page=23)
",https://arxiv.org/pdf/2602.22689,https://arxiv.org/pdf/2602.22689,pdfs/X12.pdf,False,True,True,reviews/X12.md,203938184a23b0ca2b041cf75af250072a92256a5a9db59060c028b8227a7f50,source_downloaded_not_executed,91e4b5edc153bac84b0b4209f70d1b2b94e653b2,not_reproduced,False,False
